Movie_Name.Rating.Voting_Count.Duration.Genre
 Kraven the Hunter."5.5"."52000.0".2h 7m.action
 Gladiator II."6.5"."225000.0".2h 28m.action
 Twisters."6.5"."165000.0".2h 2m.action
 Sonic the Hedgehog 3."6.9"."57000.0".1h 50m.action
 Venom: The Last Dance."6.0"."114000.0".1h 50m.action
 Deadpool & Wolverine."7.6"."487000.0".2h 8m.action
 Pushpa: The Rule - Part 2."6.1"."55000.0".3h 21m.action
 Dune: Part Two."8.5"."621000.0".2h 46m.action
 The Ministry of Ungentlemanly Warfare."6.8"."134000.0".2h 2m.action
 Freaky Tales."7.2"."899.0".1h 46m.action
 The Beekeeper."6.3"."155000.0".1h 45m.action
 Carry-On."6.5"."163000.0".1h 59m.action
 Furiosa: A Mad Max Saga."7.5"."283000.0".2h 28m.action
 Civil War."7.0"."235000.0".1h 49m.action
 Fight or Flight."6.4"."6000.0".1h 37m.action
 Solo Leveling: ReAwakening."8.9"."11000.0".2h 1m.action
 Borderlands."4.7"."47000.0".1h 41m.action
 Elevation."5.6"."21000.0".1h 31m.action
 The Fall Guy."6.8"."219000.0".2h 6m.action
 The Count of Monte-Cristo."7.6"."33000.0".2h 58m.action
 Transformers One."7.6"."49000.0".1h 44m.action
 Hellboy: The Crooked Man."4.5"."13000.0".1h 39m.action
 The Lord of the Rings: The War of the Rohirrim."6.3"."30000.0".2h 14m.action
 The Crow."4.7"."34000.0".1h 51m.action
 William Tell."5.7"."2300.0".2h 13m.action
 Madame Web."4.0"."100000.0".1h 56m.action
 Rebel Ridge."6.8"."87000.0".2h 11m.action
 Road House."6.2"."167000.0".2h 1m.action
 Bad Boys: Ride or Die."6.5"."99000.0".1h 55m.action
 Kingdom of the Planet of the Apes."6.9"."151000.0".2h 25m.action
 Godzilla x Kong: The New Empire."6.0"."121000.0".1h 55m.action
 Argylle."5.6"."92000.0".2h 19m.action
 Marco."6.8"."21000.0".2h 25m.action
 Damsel."6.1"."109000.0".1h 50m.action
 Red One."6.3"."139000.0".2h 3m.action
 Homestead."5.3"."3500.0".1h 52m.action
 Love Lies Bleeding."6.6"."56000.0".1h 44m.action
 The Killer's Game."5.8"."17000.0".1h 44m.action
 Land of Bad."6.6"."51000.0".1h 53m.action
 Monkey Man."6.8"."91000.0".2h 1m.action
 Uglies."4.7"."32000.0".1h 40m.action
 Old Guy."5.2"."2200.0".1h 34m.action
 Dirty Angels."4.3"."3300.0".1h 44m.action
 Blitz."6.2"."16000.0".2h.action
 The Union."5.4"."53000.0".1h 47m.action
 Kung Fu Panda 4."6.3"."67000.0".1h 34m.action
 Toofan."7.4"."7600.0".2h 25m.action
 Thelma."7.0"."22000.0".1h 38m.action
 Arcadian."5.5"."23000.0".1h 32m.action
 Attack on Titan the Movie: The Last Attack."9.2"."15000.0".2h 25m.action
 Gunner."3.2"."2500.0".1h 46m.action
 Lift."5.5"."49000.0".1h 47m.action
 Werewolves."4.4"."6400.0".1h 33m.action
 The Killer."5.7"."13000.0".2h 6m.action
 Aftermath."5.1"."3800.0".1h 37m.action
 Beverly Hills Cop: Axel F."6.4"."81000.0".1h 58m.action
 Maharaja."8.4"."66000.0".2h 21m.action
 Survive."4.6"."2300.0".1h 30m.action
 The Instigators."6.2"."37000.0".1h 41m.action
 Twilight of the Warriors: Walled In."7.0"."9300.0".2h 6m.action
 Drive-Away Dolls."5.4"."23000.0".1h 24m.action
 Absolution."5.2"."7700.0".1h 52m.action
 Apocalypse Z: The Beginning of the End."6.1"."20000.0".1h 57m.action
 Azrael."5.4"."10000.0".1h 26m.action
 Classified."3.6"."2400.0".1h 45m.action
 Atlas."5.6"."56000.0".1h 58m.action
 The Prosecutor."6.7"."1700.0".1h 57m.action
 Rebel Moon - Part Two: The Scargiver."5.3"."59000.0".2h 2m.action
 Descendants: The Rise of Red."4.7"."7000.0".1h 31m.action
 Kalki 2898 AD."7.0"."66000.0".3h.action
